hours-per-week,education,workclass,age,YearofExperience,fnlwgt
40,7th-8th,Private,35,3.5,194690
45,Bachelors,Self-emp-not-inc,28,2.8,204984
32,Bachelors,Self-emp-not-inc,63,6.3,35021
55,Prof-school,Self-emp-not-inc,40,4,238574
40,Some-college,Private,33,3.3,345360
50,Some-college,Private,40,4,192381
45,7th-8th,Private,25,2.5,479765
38,Bachelors,Self-emp-inc,45,4.5,34091
40,Some-college,Private,30,3,151773
40,Some-college,Private,53,5.3,299080
40,HS-grad,Private,63,6.3,135339
60,Some-college,Local-gov,27,2.7,52156
40,11th,Private,31,3.1,318647
60,HS-grad,Private,33,3.3,80145
40,Bachelors,State-gov,39,3.9,343646
45,Some-college,Self-emp-not-inc,42,4.2,198692
30,HS-grad,Private,19,1.9,266635
40,Bachelors,Private,31,3.1,197672
40,HS-grad,Private,53,5.3,185846
20,Some-college,Self-emp-not-inc,47,4.7,315110
40,Doctorate,Private,27,2.7,220754
40,HS-grad,Private,22,2.2,64292
40,HS-grad,Private,29,2.9,126060
40,HS-grad,Private,52,5.2,78012
46,Assoc-voc,Private,32,3.2,210562
40,HS-grad,Private,23,2.3,350181
20,Some-college,Private,27,2.7,233421
40,HS-grad,Private,53,5.3,167170
20,HS-grad,Private,18,1.8,260801
30,Bachelors,Private,41,4.1,173370
40,HS-grad,Private,27,2.7,135520
40,Some-college,Private,30,3,121308
40,HS-grad,Private,41,4.1,444743
30,Some-college,Private,21,2.1,65225
40,HS-grad,State-gov,58,5.8,136982
40,Bachelors,State-gov,45,4.5,271962
40,10th,Private,40,4,204046
40,Some-college,Private,21,2.1,225823
40,Bachelors,Private,29,2.9,183009
40,Assoc-voc,Private,50,5,121038
40,HS-grad,Private,26,2.6,49092
40,HS-grad,Private,23,2.3,148709
40,Bachelors,Private,27,2.7,209205
40,Bachelors,Local-gov,36,3.6,285865
40,HS-grad,Federal-gov,22,2.2,216129
40,Some-college,Federal-gov,37,3.7,40955
40,Bachelors,Private,54,5.4,197189
50,HS-grad,Private,36,3.6,33001
40,Assoc-voc,Private,44,4.4,227399
40,Some-college,Private,38,3.8,164050
40,Some-college,Private,49,4.9,259087
12,11th,Private,18,1.8,236262
48,Bachelors,Private,26,2.6,177929
45,Bachelors,Private,48,4.8,166929
40,11th,Private,32,3.2,199963
40,HS-grad,State-gov,35,3.5,98776
45,HS-grad,Private,40,4,135056
40,HS-grad,Self-emp-not-inc,40,4,55363
72,Prof-school,State-gov,42,4.2,102343
40,HS-grad,Private,30,3,231263
20,Some-college,Private,19,1.9,226913
60,Assoc-acdm,Private,36,3.6,129573
40,HS-grad,Private,31,3.1,191001
60,Assoc-acdm,Federal-gov,50,5,69345
40,HS-grad,Private,38,3.8,204556
50,Some-college,Private,35,3.5,192626
40,Bachelors,Private,45,4.5,202812
40,10th,Private,29,2.9,405177
46,Some-college,Private,41,4.1,227890
50,Prof-school,Private,33,3.3,101352
60,Some-college,Private,49,4.9,82572
40,Some-college,Private,28,2.8,132686
40,Bachelors,Local-gov,49,4.9,149210
40,HS-grad,Private,27,2.7,245661
32,HS-grad,Self-emp-inc,47,4.7,483596
40,Doctorate,State-gov,42,4.2,104663
60,HS-grad,Private,30,3,347166
40,HS-grad,Local-gov,37,3.7,108540
35,Doctorate,Private,37,3.7,333305
38,HS-grad,Private,51,5.1,155408
40,HS-grad,Federal-gov,27,2.7,246372
40,HS-grad,Private,53,5.3,30290
40,HS-grad,Private,45,4.5,347321
45,Bachelors,Self-emp-inc,37,3.7,205852
40,Bachelors,Federal-gov,40,4,163215
40,Masters,State-gov,54,5.4,93449
42,HS-grad,Self-emp-inc,47,4.7,116927
40,HS-grad,Private,35,3.5,164526
40,HS-grad,Private,33,3.3,31573
40,Some-college,Local-gov,28,2.8,125159
55,Bachelors,State-gov,39,3.9,201105
40,HS-grad,?,25,2.5,122745
40,Bachelors,Private,33,3.3,150570
40,11th,Private,34,3.4,118941
40,HS-grad,Private,53,5.3,141388
35,Assoc-acdm,Private,21,2.1,174714
55,Doctorate,State-gov,31,3.1,75755
45,HS-grad,Private,63,6.3,133144
30,Some-college,Self-emp-not-inc,21,2.1,318865
40,HS-grad,Private,59,5.9,109638
40,1st-4th,Private,50,5,92969
20,HS-grad,?,66,6.6,376028
30,HS-grad,Private,19,1.9,144161
45,Bachelors,Private,31,3.1,183778
40,Bachelors,Private,23,2.3,398904
40,Assoc-voc,Private,45,4.5,170846
40,Bachelors,Local-gov,35,3.5,204277
40,Bachelors,Private,32,3.2,205152
60,7th-8th,Private,20,2,225395
40,HS-grad,Private,38,3.8,33975
8,HS-grad,Private,49,4.9,147032
40,HS-grad,Private,64,6.4,174826
20,11th,Local-gov,60,6,232769
50,Bachelors,Private,25,2.5,36984
35,HS-grad,Private,21,2.1,292264
15,HS-grad,Private,26,2.6,303973
20,Some-college,Private,23,2.3,287988
48,Masters,Self-emp-inc,67,6.7,330144
30,HS-grad,Private,24,2.4,191948
40,1st-4th,Private,46,4.6,324601
40,Doctorate,State-gov,38,3.8,200289
40,7th-8th,Private,20,2,113307
40,Some-college,?,28,2.8,194087
48,Bachelors,Private,26,2.6,155213
40,HS-grad,Private,58,5.8,175127
40,Some-college,State-gov,31,3.1,358461
38,Assoc-acdm,State-gov,37,3.7,354929
40,Doctorate,State-gov,53,5.3,104501
35,7th-8th,Private,45,4.5,112929
50,HS-grad,Private,33,3.3,132832
40,Masters,State-gov,33,3.3,357691
25,HS-grad,Private,35,3.5,114605
40,HS-grad,Self-emp-not-inc,60,6,525878
20,Some-college,Private,21,2.1,68358
45,10th,Private,38,3.8,174571
40,Assoc-voc,Private,40,4,42703
40,Some-college,Private,40,4,220589
70,Prof-school,Self-emp-not-inc,44,4.4,197558
60,Some-college,Private,27,2.7,423250
55,Some-college,Self-emp-not-inc,34,3.4,29254
25,Some-college,?,20,2,308924
40,Some-college,Local-gov,49,4.9,276247
50,Some-college,Private,37,3.7,213841
30,10th,Private,52,5.2,181677
40,Some-college,Private,46,4.6,160061
40,Some-college,Private,20,2,285295
40,HS-grad,Private,43,4.3,265266
40,Bachelors,Local-gov,46,4.6,222115
15,Some-college,State-gov,25,2.5,194954
40,Bachelors,Private,48,4.8,156926
55,Some-college,Local-gov,36,3.6,217414
40,HS-grad,Private,37,3.7,538443
60,Some-college,?,18,1.8,192399
50,Masters,Private,42,4.2,383493
24,Assoc-acdm,Private,60,6,193235
55,Some-college,Self-emp-inc,37,3.7,99452
40,Assoc-acdm,Local-gov,44,4.4,254134
40,10th,Private,32,3.2,90446
40,Bachelors,Private,29,2.9,116613
35,Masters,Local-gov,42,4.2,238188
12,11th,Private,17,1.7,95909
10,12th,Private,41,4.1,82319
40,Some-college,Private,34,3.4,182274
32,10th,Private,56,5.6,179625
40,Some-college,Private,28,2.8,119793
40,11th,Self-emp-not-inc,28,2.8,254989
25,7th-8th,Private,19,1.9,104830
40,Some-college,Federal-gov,49,4.9,110373
50,Some-college,Self-emp-not-inc,36,3.6,135416
35,Some-college,Private,25,2.5,298225
40,Bachelors,Private,42,4.2,166740
50,Prof-school,Self-emp-not-inc,47,4.7,213668
40,Some-college,Private,26,2.6,276624
58,Some-college,Private,35,3.5,226789
45,HS-grad,Private,37,3.7,31023
48,HS-grad,Local-gov,39,3.9,116666
35,HS-grad,Private,42,4.2,136986
36,Some-college,Private,41,4.1,179580
24,Some-college,Private,23,2.3,103277
40,HS-grad,Federal-gov,31,3.1,351141
57,Some-college,Local-gov,36,3.6,191161
25,Some-college,Private,20,2,148709
45,Some-college,Private,36,3.6,128382
50,HS-grad,Private,50,5,144361
40,HS-grad,Private,37,3.7,172538
50,Bachelors,Private,25,2.5,102476
60,Some-college,Private,39,3.9,46028
40,HS-grad,Private,32,3.2,198452
35,Some-college,Private,59,5.9,193895
45,Bachelors,Private,29,2.9,233421
40,HS-grad,Private,50,5,378747
37,Assoc-voc,Private,42,4.2,31251
40,Some-college,Private,32,3.2,71540
40,Assoc-acdm,Private,48,4.8,194772
35,HS-grad,Private,20,2,34568
45,10th,Self-emp-not-inc,50,5,36480
30,Some-college,Private,18,1.8,116528
50,Masters,Private,60,6,52152
40,Some-college,Private,60,6,216690
22,Masters,Local-gov,42,4.2,227065
35,HS-grad,Private,49,4.9,84013
40,Some-college,Self-emp-inc,35,3.5,82051
60,Assoc-acdm,Self-emp-not-inc,30,3,176185
40,Some-college,Private,59,5.9,115414
50,HS-grad,Self-emp-inc,24,2.4,493034
40,Assoc-acdm,Private,55,5.5,354923
20,HS-grad,Private,19,1.9,393712
40,HS-grad,Private,39,3.9,98941
40,Some-college,Private,48,4.8,141483
40,Bachelors,Private,44,4.4,172479
30,Some-college,Private,21,2.1,226145
40,Bachelors,Private,23,2.3,394612
30,Some-college,Private,22,2.2,231085
55,Masters,Self-emp-not-inc,55,5.5,183810
40,Some-college,Private,19,1.9,186159
25,Some-college,Private,23,2.3,162282
44,HS-grad,Private,46,4.6,219021
23,Bachelors,Private,23,2.3,273206
50,Masters,Self-emp-inc,47,4.7,332355
15,Some-college,Private,23,2.3,102729
40,Some-college,Private,42,4.2,198096
10,Bachelors,State-gov,22,2.2,292933
20,HS-grad,Private,18,1.8,135924
50,Bachelors,Private,37,3.7,99146
50,9th,Private,34,3.4,27409
40,Assoc-acdm,Private,30,3,299507
50,Some-college,Self-emp-not-inc,62,6.2,102631
40,Some-college,Private,51,5.1,153486
30,HS-grad,Private,34,3.4,434292
40,Masters,Self-emp-not-inc,28,2.8,240172
40,10th,Private,56,5.6,219426
30,HS-grad,Private,46,4.6,295791
45,Some-college,Private,46,4.6,114032
40,Some-college,Local-gov,23,2.3,496382
30,Bachelors,Private,33,3.3,376483
40,HS-grad,Private,27,2.7,107218
20,Some-college,Private,21,2.1,246207
60,HS-grad,?,18,1.8,80564
40,5th-6th,Private,36,3.6,83089
36,Bachelors,Local-gov,37,3.7,328301
40,11th,Local-gov,39,3.9,301614
60,HS-grad,Private,36,3.6,199739
40,Assoc-acdm,Private,24,2.4,180060
40,Assoc-acdm,Private,26,2.6,121040
60,HS-grad,Private,37,3.7,125550
50,HS-grad,Private,34,3.4,170772
40,HS-grad,Private,33,3.3,180551
30,HS-grad,Self-emp-not-inc,33,3.3,48189
8,HS-grad,Private,20,2,432154
38,Some-college,Private,26,2.6,263200
20,HS-grad,Private,47,4.7,123207
20,11th,Private,17,1.7,110798
40,Assoc-voc,Private,53,5.3,238481
35,Some-college,Private,31,3.1,185528
40,11th,Private,34,3.4,181311
40,5th-6th,Private,23,2.3,528616
45,Bachelors,Private,39,3.9,272950
40,HS-grad,?,22,2.2,195532
20,Some-college,Private,21,2.1,197583
35,HS-grad,Private,40,4,48612
40,Masters,Local-gov,54,5.4,31533
40,Bachelors,Federal-gov,32,3.2,148138
40,HS-grad,Local-gov,29,2.9,30069
40,Some-college,?,68,6.8,170182
45,Bachelors,Local-gov,27,2.7,230885
40,Some-college,Private,54,5.4,174102
40,HS-grad,Private,23,2.3,352606
48,Masters,Private,38,3.8,241153
35,HS-grad,Private,54,5.4,155433
40,Some-college,Private,21,2.1,109414
42,Assoc-voc,Private,40,4,125461
40,10th,Private,19,1.9,331556
60,HS-grad,?,21,2.1,138575
40,Bachelors,Private,35,3.5,223514
45,Some-college,Private,39,3.9,115418
40,HS-grad,Private,38,3.8,193026
40,12th,Private,41,4.1,147206
40,Some-college,Private,26,2.6,174592
45,HS-grad,Private,35,3.5,268620
25,Some-college,Self-emp-not-inc,70,7,150886
40,10th,Private,45,4.5,112362
55,HS-grad,Private,83,8.3,195507
40,HS-grad,Private,59,5.9,192983
15,9th,Private,18,1.8,120544
40,HS-grad,Private,31,3.1,59083
45,Masters,Private,43,4.3,208277
40,Bachelors,Local-gov,24,2.4,184678
50,Assoc-voc,Private,33,3.3,278736
52,Masters,Local-gov,48,4.8,39464
40,Bachelors,Private,27,2.7,162343
40,HS-grad,Private,41,4.1,204046
25,HS-grad,Private,25,2.5,255647
40,HS-grad,Private,53,5.3,123011
50,Prof-school,Self-emp-not-inc,66,6.6,291362
40,Some-college,Private,31,3.1,159187
40,Bachelors,State-gov,30,3,126414
40,HS-grad,Private,22,2.2,227626
60,Bachelors,Self-emp-inc,47,4.7,173783
40,HS-grad,Private,74,7.4,211075
70,Some-college,Private,37,3.7,176756
60,Some-college,Self-emp-not-inc,35,3.5,31095
70,Bachelors,Self-emp-not-inc,51,5.1,32372
40,Some-college,Private,40,4,331651
40,Doctorate,Local-gov,51,5.1,146325
40,10th,Private,26,2.6,515025
40,Assoc-acdm,Private,53,5.3,394474
40,HS-grad,Private,32,3.2,400535
40,Some-college,Self-emp-not-inc,29,2.9,337505
40,HS-grad,Private,42,4.2,211860
32,Some-college,Private,22,2.2,102684
24,HS-grad,?,62,6.2,225657
40,HS-grad,Private,33,3.3,121966
20,HS-grad,Private,21,2.1,396790
45,Bachelors,Local-gov,46,4.6,149949
40,11th,Private,25,2.5,252187
40,5th-6th,Private,29,2.9,209934
48,Bachelors,Federal-gov,29,2.9,229300
60,Doctorate,Private,33,3.3,170769
40,Assoc-acdm,Private,50,5,200618
40,HS-grad,Private,22,2.2,216984
40,HS-grad,Private,40,4,212760
45,HS-grad,Private,28,2.8,150309
40,HS-grad,Private,54,5.4,174655
40,HS-grad,Private,29,2.9,109621
40,HS-grad,Private,49,4.9,225124
27,11th,Private,46,4.6,172695
8,10th,Self-emp-not-inc,71,7.1,238479
80,Some-college,Private,27,2.7,37754
40,HS-grad,Private,56,5.6,85018
60,HS-grad,Private,64,6.4,256466
25,Some-college,Private,23,2.3,169188
40,Bachelors,Private,36,3.6,210945
45,Masters,Local-gov,39,3.9,287031
40,HS-grad,Private,26,2.6,224361
40,Assoc-acdm,Federal-gov,31,3.1,108464
40,Bachelors,Private,36,3.6,75826
40,HS-grad,Private,43,4.3,120277
50,Some-college,Private,25,2.5,104439
40,HS-grad,Private,27,2.7,56870
40,12th,Private,24,2.4,200819
20,Assoc-acdm,Self-emp-not-inc,50,5,170562
40,HS-grad,Private,30,3,80933
40,11th,Private,24,2.4,33088
36,Masters,Local-gov,41,4.1,112763
45,Some-college,Private,29,2.9,177651
40,Some-college,Private,31,3.1,261943
40,Some-college,Private,54,5.4,169785
50,11th,Private,20,2,141481
40,HS-grad,Private,37,3.7,433491
30,HS-grad,Local-gov,28,2.8,86615
40,HS-grad,Private,39,3.9,125550
40,Some-college,State-gov,46,4.6,421223
42,Bachelors,Private,35,3.5,26999
20,Some-college,Self-emp-not-inc,36,3.6,241998
25,HS-grad,?,34,3.4,133861
40,Masters,Private,44,4.4,115323
50,Bachelors,Self-emp-inc,34,3.4,23778
50,HS-grad,Self-emp-not-inc,28,2.8,190836
45,Prof-school,Self-emp-inc,38,3.8,159179
50,Bachelors,?,64,6.4,205479
40,Some-college,?,19,1.9,47713
52,Bachelors,Private,35,3.5,163237
40,HS-grad,Private,61,6.1,202202
40,Some-college,Private,45,4.5,168837
40,HS-grad,Private,36,3.6,112271
30,HS-grad,Private,34,3.4,52537
60,Assoc-voc,Private,27,2.7,38353
40,10th,Private,22,2.2,141698
40,Bachelors,Private,26,2.6,28856
15,11th,Private,19,1.9,175652
40,HS-grad,Private,36,3.6,213008
50,Bachelors,Private,51,5.1,196501
40,HS-grad,Private,63,6.3,118798
40,HS-grad,Private,51,5.1,92463
25,Some-college,State-gov,20,2,125165
50,Assoc-voc,Self-emp-not-inc,42,4.2,103980
40,Bachelors,?,40,4,180362
40,Some-college,Private,25,2.5,53903
50,Assoc-voc,Private,40,4,179735
30,Bachelors,?,41,4.1,277390
80,HS-grad,Private,49,4.9,122177
40,HS-grad,Private,46,4.6,188161
50,HS-grad,Self-emp-not-inc,32,3.2,170108
40,Some-college,Private,28,2.8,175262
20,HS-grad,?,19,1.9,204441
25,HS-grad,Private,19,1.9,164395
20,11th,Private,18,1.8,115630
55,HS-grad,Private,39,3.9,178815
30,Bachelors,Self-emp-not-inc,60,6,168223
40,Bachelors,Local-gov,46,4.6,202560
50,7th-8th,Private,38,3.8,100295
44,HS-grad,Private,36,3.6,172256
40,Some-college,Private,45,4.5,51664
40,Bachelors,State-gov,60,6,358893
40,11th,Private,30,3,115963
43,Some-college,Private,22,2.2,333910
45,Some-college,Private,23,2.3,148948
24,Some-college,State-gov,48,4.8,130561
15,HS-grad,Private,46,4.6,428350
45,Masters,Private,43,4.3,188808
40,HS-grad,Private,25,2.5,112847
40,Some-college,Private,50,5,110748
55,HS-grad,Self-emp-inc,61,6.1,156653
50,Bachelors,Private,35,3.5,196491
40,Some-college,Local-gov,65,6.5,254413
45,HS-grad,Private,56,5.6,91262
80,Bachelors,Self-emp-not-inc,43,4.3,154785
50,HS-grad,Private,55,5.5,84231
40,Some-college,Private,22,2.2,226327
32,Some-college,Private,40,4,248406
50,HS-grad,Private,35,3.5,54317
50,Some-college,?,22,2.2,32732
40,9th,Private,20,2,95918
35,12th,Local-gov,46,4.6,375675
40,HS-grad,Private,43,4.3,244172
40,HS-grad,Federal-gov,46,4.6,233555
37,11th,Private,39,3.9,326342
20,HS-grad,Private,34,3.4,77271
35,HS-grad,Private,35,3.5,33397
41,HS-grad,Private,30,3,446358
28,HS-grad,Private,25,2.5,151810
35,Masters,Private,44,4.4,125461
40,HS-grad,Private,35,3.5,133906
40,HS-grad,Private,41,4.1,155106
40,Bachelors,Federal-gov,43,4.3,203637
40,Some-college,Private,32,3.2,232766
40,7th-8th,Private,50,5,305319
15,Some-college,Private,20,2,121023
20,HS-grad,Private,29,2.9,198997
70,Prof-school,Private,38,3.8,167140
50,10th,Private,20,2,38772
40,HS-grad,Private,41,4.1,253759
65,Some-college,Private,27,2.7,130067
40,9th,Private,37,3.7,203828
24,Masters,State-gov,62,6.2,221558
40,10th,Private,31,3.1,156464
40,Some-college,Private,49,4.9,72333
50,Bachelors,Local-gov,33,3.3,83671
40,HS-grad,Private,31,3.1,339482
35,Some-college,Private,19,1.9,91928
40,7th-8th,Private,44,4.4,99203
65,Some-college,Self-emp-inc,31,3.1,455995
40,HS-grad,Private,62,6.2,192515
10,Some-college,Self-emp-not-inc,65,6.5,111483
40,9th,Private,17,1.7,221129
44,HS-grad,Private,60,6,85413
40,11th,Private,31,3.1,196125
40,Some-college,Private,29,2.9,265638
40,HS-grad,Private,53,5.3,177727
40,Some-college,Private,44,4.4,205822
60,11th,Private,43,4.3,112607
40,Some-college,Federal-gov,40,4,177595
10,11th,Private,18,1.8,183315
43,HS-grad,Private,47,4.7,116279
40,Bachelors,Federal-gov,38,3.8,122493
25,Assoc-acdm,Private,37,3.7,215419
40,Some-college,Private,40,4,310101
60,HS-grad,Self-emp-inc,57,5.7,61885
40,HS-grad,Private,43,4.3,59107
40,Bachelors,Private,32,3.2,227214
40,Some-college,Private,64,6.4,239450
20,12th,Private,18,1.8,118847
50,Bachelors,Self-emp-not-inc,40,4,95226
40,11th,?,17,1.7,659273
40,HS-grad,Private,23,2.3,215395
40,Assoc-voc,Private,45,4.5,170600
15,Masters,Self-emp-not-inc,45,4.5,91044
60,10th,Private,27,2.7,318639
40,Some-college,Private,23,2.3,160398
30,HS-grad,Self-emp-not-inc,58,5.8,216824
75,HS-grad,Private,35,3.5,308945
40,Masters,Private,47,4.7,30840
50,HS-grad,Private,33,3.3,99309
40,Bachelors,Private,27,2.7,188576
40,Assoc-acdm,Private,46,4.6,83064
56,Some-college,Private,24,2.4,403865
44,Some-college,Private,40,4,235786
24,HS-grad,Private,44,4.4,191893
97,Bachelors,Local-gov,31,3.1,149184
40,Assoc-voc,Private,37,3.7,152909
40,Assoc-voc,Private,23,2.3,435604
52,Bachelors,Self-emp-inc,30,3,109282
35,Some-college,Private,31,3.1,248178
32,HS-grad,?,24,2.4,112683
40,Some-college,Private,32,3.2,209103
40,HS-grad,Private,27,2.7,183639
55,HS-grad,Local-gov,35,3.5,107233
40,Bachelors,Private,27,2.7,175387
70,Bachelors,Self-emp-not-inc,30,3,178255
70,HS-grad,Self-emp-not-inc,33,3.3,38223
45,Doctorate,Private,34,3.4,228873
50,Some-college,Private,29,2.9,202182
40,Masters,Local-gov,26,2.6,425092
40,HS-grad,Self-emp-not-inc,39,3.9,152587
50,Some-college,Self-emp-inc,37,3.7,39089
50,Some-college,Private,51,5.1,204304
47,Some-college,Private,40,4,116103
40,7th-8th,Private,53,5.3,290640
40,Some-college,Federal-gov,58,5.8,81973
40,Bachelors,Private,29,2.9,134890
40,HS-grad,Private,33,3.3,452924
60,Masters,Private,57,5.7,245193
40,HS-grad,State-gov,69,6.9,34339
12,Some-college,Private,20,2,184756
25,HS-grad,Private,56,5.6,392160
40,5th-6th,Private,49,4.9,168337
40,HS-grad,Private,34,3.4,309513
37,HS-grad,Private,70,7,77219
45,Bachelors,Private,44,4.4,212888
40,Bachelors,Private,37,3.7,361888
58,Bachelors,Local-gov,58,5.8,237879
25,Some-college,Self-emp-not-inc,42,4.2,93099
40,HS-grad,Private,41,4.1,225193
40,HS-grad,Private,28,2.8,50814
60,Masters,Local-gov,47,4.7,123681
40,HS-grad,Private,24,2.4,249351
55,HS-grad,Self-emp-not-inc,58,5.8,222311
25,HS-grad,Private,18,1.8,301762
50,Some-college,Private,50,5,195298
24,Some-college,Private,69,6.9,541737
66,Masters,Private,84,8.4,241065
60,Bachelors,Private,47,4.7,129513
20,12th,Private,19,1.9,374262
40,Some-college,Private,24,2.4,382146
6,Bachelors,?,48,4.8,185291
50,HS-grad,Private,53,5.3,30447
45,Some-college,Private,58,5.8,49893
24,Some-college,Private,22,2.2,197387
52,Some-college,Self-emp-not-inc,36,3.6,111957
40,12th,Private,34,3.4,340458
21,1st-4th,Private,43,4.3,185670
24,HS-grad,Private,37,3.7,210945
50,Prof-school,Private,43,4.3,350661
40,Some-college,Private,42,4.2,190543
30,Some-college,Private,21,2.1,70261
60,HS-grad,Self-emp-not-inc,49,4.9,179048
40,HS-grad,Private,35,3.5,242094
30,Some-college,Self-emp-not-inc,49,4.9,117634
40,Some-college,Private,28,2.8,82531
40,1st-4th,Private,51,5.1,193374
40,Bachelors,?,30,3,186420
60,7th-8th,Private,19,1.9,323605
40,9th,Private,56,5.6,371064
8,HS-grad,Private,20,2,39927
37,Some-college,Private,22,2.2,64292
56,HS-grad,Private,33,3.3,198660
45,HS-grad,?,54,5.4,196975
50,Some-college,Private,22,2.2,210165
30,Some-college,Private,68,6.8,144137
40,Bachelors,Local-gov,56,5.6,155657
40,HS-grad,?,23,2.3,72953
40,9th,Self-emp-not-inc,69,6.9,107548
40,Bachelors,Private,41,4.1,163258
40,HS-grad,Private,33,3.3,221324
8,11th,Private,18,1.8,444822
16,11th,Private,17,1.7,154398
40,11th,Private,31,3.1,120672
60,Some-college,Private,50,5,159650
40,10th,Private,62,6.2,290754
52,HS-grad,Private,41,4.1,49654
40,HS-grad,Federal-gov,20,2,147352
30,Assoc-acdm,Private,23,2.3,227943
20,HS-grad,Private,18,1.8,423024
40,7th-8th,?,53,5.3,64322
40,9th,Private,42,4.2,445940
40,Bachelors,Private,23,2.3,230824
40,HS-grad,Private,43,4.3,48882
55,HS-grad,Private,47,4.7,168195
40,5th-6th,Local-gov,53,5.3,188644
40,10th,Private,28,2.8,136077
40,Some-college,State-gov,28,2.8,119793
45,Some-college,Private,44,4.4,336513
40,HS-grad,Private,58,5.8,186991
32,7th-8th,?,25,2.5,218948
40,HS-grad,Private,26,2.6,211435
8,Some-college,Self-emp-not-inc,36,3.6,280169
40,HS-grad,Private,27,2.7,109997
45,Doctorate,Private,39,3.9,286789
40,Bachelors,Private,25,2.5,102460
15,11th,Private,17,1.7,287160
50,Bachelors,Private,39,3.9,198097
40,HS-grad,Private,52,5.2,119111
50,Bachelors,Private,24,2.4,174461
55,Assoc-voc,Self-emp-not-inc,26,2.6,281678
40,Bachelors,?,24,2.4,377725
40,HS-grad,Private,32,3.2,151053
40,Masters,Local-gov,49,4.9,186539
25,Some-college,?,20,2,149478
40,11th,Private,40,4,198452
60,Prof-school,Private,52,5.2,198863
40,HS-grad,Private,33,3.3,176711
20,HS-grad,Private,19,1.9,165310
40,Assoc-voc,Private,37,3.7,213008
20,Some-college,State-gov,21,2.1,38251
36,Some-college,Private,33,3.3,125761
40,Assoc-acdm,Private,28,2.8,148645
40,HS-grad,Private,48,4.8,273435
40,Bachelors,Private,43,4.3,208613
40,HS-grad,Private,32,3.2,192565
30,HS-grad,Private,28,2.8,183885
40,Bachelors,Self-emp-not-inc,47,4.7,243631
50,Bachelors,Private,37,3.7,191754
30,Some-college,Private,26,2.6,261278
60,HS-grad,Private,55,5.5,127014
40,Assoc-acdm,Private,40,4,197919
40,Bachelors,Private,31,3.1,217460
40,HS-grad,Private,39,3.9,86551
54,Some-college,Self-emp-inc,54,5.4,98051
40,Some-college,Private,38,3.8,215917
